location,number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,SalePrice
Phường 7 Quận 8,4,1,0,1,230.5,7495.5
Phường 7 Quận 8,4,1,0,1,61.2,4302.705
Phường 7 Quận 8,4,1,0,1,275.3,6502.5
Phường Tân Tạo Quận Bình Tân,4,1,1,1,240,8200
Phường Cát Lái Quận 2,3,1,1,1,222.5,7004
Phường 14 Quận Gò Vấp,4,1,0,1,122.7,4752.8
Phường Bình Hưng Hòa A Quận Bình Tân,4,1,1,1,174.6,4600
Phường Phú Hữu Quận 9,3,1,0,1,213,12197.5
Phường Phú Hữu Quận 9,3,0,0,0,200,14700
Phường Tân Tạo Quận Bình Tân,5,1,0,1,217.5,5988.05
Phường Bình Trị Đông A Quận Bình Tân,5,1,1,1,220.2,7677.25
Phường Cát Lái Quận 2,5,1,0,1,244.5,11000
Phường 16 Quận 8,4,1,0,1,241.5,7998.5
Phường 16 Quận 8,4,1,0,1,247,10500
Xã Nhơn Đức Huyện Nhà Bè,4,1,1,1,174.7,4848
Xã Nhơn Đức Huyện Nhà Bè,3,1,0,1,338.1,10990.08
Phường Phước Long B Quận 9,4,0,0,0,159.3,7402.5
Phường Cát Lái Quận 2,4,1,0,1,222.5,7896.5
Phường Bình Trị Đông B Quận Bình Tân,4,1,0,1,312,10500
Phường 14 Quận Gò Vấp,3,1,0,1,122.7,5045.375
Phường 14 Quận Gò Vấp,4,1,0,1,194.7,8962.8
Phường 14 Quận Gò Vấp,4,1,0,0,176.2,9312.48
Phường Phước Long B Quận 9,4,1,0,1,159.3,8400
Phường Bình Trị Đông B Quận Bình Tân,4,1,1,1,157,6298.35
Phường Bình Trị Đông B Quận Bình Tân,4,1,1,1,292,13800
Phường Bình Trị Đông A Quận Bình Tân,3,1,1,1,131.8,4784.595
Phường Bình Trị Đông A Quận Bình Tân,4,1,1,1,168.9,5209.05
Phường Linh Đông Thành phố Thủ Đức,4,1,0,1,196.4,5475.48
Phường Linh Đông Thành phố Thủ Đức,4,1,1,1,260,6438.39
Phường Linh Đông Thành phố Thủ Đức,4,1,0,1,267,10631.46
Phường Bình Hưng Hòa Quận Bình Tân,4,1,0,1,160.4,5565
Phường Tân Hưng Thuận Quận 12,2,1,1,1,225,6502.5
Phường 16 Quận 8,4,1,0,1,291,10890
Phường Bình Trị Đông B Quận Bình Tân,5,1,0,1,292,16000
Phường Trường Thọ Thành phố Thủ Đức,3,1,0,1,227,7497.97
Phường Bình Trị Đông B Quận Bình Tân,3,1,1,1,274.5,12950
Phường Bình Trị Đông B Quận Bình Tân,3,1,1,1,274.5,12950
Phường Bình Trị Đông B Quận Bình Tân,3,1,1,1,274.5,13850
Phường 16 Quận 8,4,1,0,1,241.1,9000
Phường 16 Quận 8,5,1,0,1,246,9500
Phường Bình Trị Đông B Quận Bình Tân,4,1,1,1,292,13500
Phường Bình Trị Đông B Quận Bình Tân,4,1,0,1,314.5,12500
Phường Bình Trị Đông B Quận Bình Tân,5,1,1,1,314.5,13500
Phường 8 Quận Gò Vấp,3,1,0,1,205.5,4802
Phường 16 Quận 8,2,1,0,1,254.7,7138.29
Phường Phước Long B Quận 9,4,1,0,1,252,8235
Phường Phú Hữu Quận 9,4,1,0,1,151,5197.5
Phường Bình Trị Đông B Quận Bình Tân,3,1,0,1,262.2,12345.3
Phường Tây Thạnh Quận Tân Phú,4,1,0,1,321.2,13188.66
Phường 12 Quận Gò Vấp,3,1,0,1,133.6,6407.44
Phường An Phú Đông Quận 12,4,1,0,1,156,4827.24
Phường An Phú Đông Quận 12,5,1,0,1,331,8526.91
Phường 16 Quận Gò Vấp,4,1,1,1,148.2,4798.78
Phường 12 Quận Gò Vấp,4,1,0,1,159.9,6939
Phường Cát Lái Quận 2,5,0,0,0,223,7497
Phường Bình Trị Đông Quận Bình Tân,3,1,1,1,273,17364.65
Phường 9 Quận Gò Vấp,4,1,0,1,164.8,5947.4
Phường Phước Long B Quận 9,4,0,0,0,217.8,18000
Phường Bình Trị Đông B Quận Bình Tân,5,1,1,1,268.8,9700
Phường Bình Trị Đông B Quận Bình Tân,4,0,0,0,290,12500
Thị trấn Nhà Bè Huyện Nhà Bè,2,1,1,1,80,1689
Thị trấn Nhà Bè Huyện Nhà Bè,2,1,1,1,80,1749
Thị trấn Nhà Bè Huyện Nhà Bè,2,1,1,1,75,1850
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,1,1,150,3800
Thị trấn Nhà Bè Huyện Nhà Bè,3,1,1,1,154.7,4352
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,1,1,187.5,5031
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,1,1,150,5089.5
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,1,1,216.1,6583.74
Thị trấn Nhà Bè Huyện Nhà Bè,5,1,1,1,255.8,6840.945
Thị trấn Nhà Bè Huyện Nhà Bè,6,1,1,1,233.8,7228.595
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,0,1,239.3,8279.54
Phường 15 Quận 8,2,1,0,1,91.7,2793
Phường An Lạc A Quận Bình Tân,4,1,1,1,148.1,4698
Phường Tây Thạnh Quận Tân Phú,3,1,0,1,218,8302
Phường Bình Trị Đông B Quận Bình Tân,5,1,1,1,278.2,12000
Phường Bình Trị Đông B Quận Bình Tân,3,1,1,1,288.3,12200
Phường Bình Trị Đông A Quận Bình Tân,4,1,1,1,184,4926
Phường Bình Trị Đông A Quận Bình Tân,4,1,0,1,211.7,7235.71
Phường Phước Bình Quận 9,4,1,1,1,150,5545.28
Phường Phước Bình Quận 9,4,0,0,0,172.4,6150.81
Phường 15 Quận Tân Bình,4,1,1,1,226,6198.55
Phường 15 Quận Tân Bình,4,1,0,1,194.8,7009.86
Phường Tân Quý Quận Tân Phú,3,1,0,1,125,6265
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,264.8,6200
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,144.2,5497.5
Phường An Phú Đông Quận 12,4,1,0,1,160.9,6694.695
Phường 8 Quận Gò Vấp,3,1,0,1,113.6,4427.46
Phường Sơn Kỳ Quận Tân Phú,5,1,0,1,210.7,5398.35
Phường Bình Hưng Hòa Quận Bình Tân,5,1,0,1,267.8,6432.5
Phường Bình Hưng Hòa Quận Bình Tân,4,1,1,1,251,7497
Phường Tân Quý Quận Tân Phú,2,1,0,1,194.5,8399.3
Phường Sơn Kỳ Quận Tân Phú,4,1,0,1,242.6,15003
Phường Tân Sơn Nhì Quận Tân Phú,3,1,0,1,172.5,17502
Phường Tân Quý Quận Tân Phú,2,1,0,1,190.8,18665.85
Phường Bình Hưng Hòa A Quận Bình Tân,7,1,0,1,293.9,8581.73
Phường Bình Trị Đông Quận Bình Tân,3,1,0,1,116.8,6798
Phường 15 Quận Tân Bình,5,0,0,0,194.7,13349.375
Phường 10 Quận Gò Vấp,3,0,0,0,38,4826.5
Phường 10 Quận Gò Vấp,5,0,0,0,236.5,11386.1
Phường 10 Quận Gò Vấp,3,1,0,1,408.9,33514.63
Thị trấn Nhà Bè Huyện Nhà Bè,7,1,1,1,196.8,5967.52
Thị trấn Nhà Bè Huyện Nhà Bè,7,1,1,1,196.8,6978.465
Phường 15 Quận Tân Bình,3,1,1,1,120,3972
Phường Hiệp Bình Phước Thành phố Thủ Đức,5,1,0,1,240.4,6693.4
Phường Hiệp Bình Phước Thành phố Thủ Đức,4,1,0,1,249.6,7311.42
Phường Hiệp Bình Phước Thành phố Thủ Đức,4,1,0,1,260,10500
Phường 10 Quận 6,4,1,1,1,279.8,11497.75
Xã Phong Phú Huyện Bình Chánh,3,1,0,1,144.2,4702.5
Xã Phong Phú Huyện Bình Chánh,3,0,0,0,144.2,4800
Xã Phong Phú Huyện Bình Chánh,3,0,0,0,144.2,4800
Xã Phong Phú Huyện Bình Chánh,4,0,0,0,144.2,5100
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,158.8,5296
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,234,5301
Xã Phong Phú Huyện Bình Chánh,4,0,0,0,144.2,5302.5
Xã Phong Phú Huyện Bình Chánh,3,0,0,0,144.2,5347.5
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,158.8,6200
Phường An Lạc A Quận Bình Tân,4,1,0,1,234.5,11304
Phường 10 Quận 6,6,1,0,1,370,15996
Phường Tân Quý Quận Tân Phú,7,1,0,1,333.1,21283.5
Xã Phong Phú Huyện Bình Chánh,4,0,0,0,234,6004
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,233.8,6004
Xã Phong Phú Huyện Bình Chánh,4,1,0,0,380,9000
Xã Phong Phú Huyện Bình Chánh,3,1,0,1,253.4,5700
Xã Phong Phú Huyện Bình Chánh,4,1,0,0,240,6200
Phường Phú Thọ Hòa Quận Tân Phú,4,1,0,1,279.3,11550.825
Phường Bình Trưng Đông Quận 2,3,1,1,1,227.9,11500
Phường Bình Trưng Đông Quận 2,4,1,0,1,300,13000
Phường 15 Quận Gò Vấp,4,0,0,0,224.8,7203
Phường 15 Quận Gò Vấp,3,1,0,1,257.7,10339.705
Phường 11 Quận Gò Vấp,4,1,0,1,152.2,5856.5
Phường 11 Quận Gò Vấp,8,1,1,1,148.8,9785.15
Phường 13 Quận 6,5,1,0,1,239.8,14996
Phường 14 Quận Gò Vấp,3,1,0,0,176,5913
Phường 14 Quận Gò Vấp,4,1,0,1,189.3,7252.5
Phường 14 Quận Gò Vấp,4,1,0,1,265.7,7998.5
Phường Bình Trưng Đông Quận 2,3,1,1,1,277.5,7802.7
Phường Tân Thới Hòa Quận Tân Phú,4,1,0,1,169.3,9048
Phường Tân Thới Hòa Quận Tân Phú,3,1,0,1,211.6,9498.06
Phường Bình Trưng Đông Quận 2,3,1,1,1,195.9,12000
Phường Phú Mỹ Quận 7,7,1,1,1,203.7,5993.075
Phường 10 Quận 6,4,0,0,0,115.4,5719.12
Phường An Phú Quận 2,5,1,0,1,216,14500
Phường An Phú Quận 2,8,1,0,1,250,16500
Phường 11 Quận Gò Vấp,11,1,0,1,83.9,7442.76
Phường Phú Mỹ Quận 7,4,1,0,1,250.8,10496
Phường Phú Thọ Hòa Quận Tân Phú,3,1,0,1,84,3500.25
Phường Tây Thạnh Quận Tân Phú,3,1,0,1,141.6,4849.75
Phường Phú Mỹ Quận 7,3,1,1,1,189.6,7302
Phường Phú Mỹ Quận 7,4,1,1,1,238.9,9720
Phường Phú Mỹ Quận 7,4,1,0,1,226.7,10449
Phường Phú Mỹ Quận 7,5,1,0,1,240.1,10998
Phường Phú Mỹ Quận 7,4,1,0,1,248.2,10496
Phường Tân Thới Hòa Quận Tân Phú,3,1,0,1,212.4,9702
Phường Tân Thới Hòa Quận Tân Phú,4,1,0,1,297.8,17289.36
Phường 11 Quận 6,4,0,0,0,220.8,18580
Phường 13 Quận 6,2,1,0,1,24,1558.7
Phường 13 Quận 6,5,0,0,0,181.2,6279
Phường 11 Quận 6,4,0,0,0,215.8,9597
Phường 11 Quận 6,4,1,0,1,153.6,6000
Phường Bình Trưng Tây Quận 2,3,1,0,1,198,6299.37
Phường 17 Quận Gò Vấp,3,1,0,0,350,10500
Phường Tân Thới Hòa Quận Tân Phú,4,0,0,0,142.4,11134
Phường Tân Sơn Nhì Quận Tân Phú,3,1,0,0,201.2,6793.2
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,158.8,5200
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,262.5,7500
Phường Tân Thành Quận Tân Phú,3,1,0,1,276.4,13802.75
Xã Phong Phú Huyện Bình Chánh,3,1,0,0,144.2,4547.08
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,158.8,5200
Xã Phong Phú Huyện Bình Chánh,4,1,0,1,158.8,5600
Phường Thạnh Mỹ Lợi Quận 2,9,1,1,1,292,14200.2
Phường Bình Trưng Tây Quận 2,3,1,0,1,149,7129.195
Phường Bình Trưng Tây Quận 2,4,1,0,1,255,7457.67
Phường 11 Quận Gò Vấp,4,1,1,1,120.4,6888.91
Phường 11 Quận Gò Vấp,4,1,0,1,216.3,9027.165
Phường 8 Quận 6,3,1,1,1,84.9,4059
Phường 3 Quận 11,4,1,1,1,159.3,8728.5
Phường 13 Quận Bình Thạnh,4,0,0,1,288.6,14076
Phường 13 Quận Bình Thạnh,2,0,0,1,169,14100
Phường 13 Quận Bình Thạnh,4,1,0,1,258.3,15498
Phường 13 Quận Bình Thạnh,4,0,0,1,362.9,18998
Phường 13 Quận Tân Bình,3,1,0,1,112,8321.4
Phường Hiệp Bình Chánh Thành phố Thủ Đức,2,1,0,1,48.6,2778
Phường Hiệp Bình Chánh Thành phố Thủ Đức,3,1,0,1,156.8,6867.81
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,165.3,6879.625
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,187.9,7907.565
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,174.8,8259.3
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,195.6,8282.4
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,233,9504.6
Phường Hiệp Bình Chánh Thành phố Thủ Đức,3,1,0,1,229.2,12500
Phường 14 Quận Tân Bình,4,1,0,1,124.4,7393.5
Phường Bình Trưng Tây Quận 2,4,1,0,1,264,15389.76
Xã Bình Hưng Huyện Bình Chánh,3,1,0,1,257.4,9000
Xã Bình Hưng Huyện Bình Chánh,4,0,0,0,326,10450
Phường 5 Quận Gò Vấp,8,1,0,1,235.3,11200.5
Phường 5 Quận Gò Vấp,4,1,0,1,154.4,6776.55
Phường 5 Quận Gò Vấp,3,0,0,0,254.4,10622
Phường 12 Quận Tân Bình,12,1,0,1,132,10170
Phường Hòa Thạnh Quận Tân Phú,4,1,0,1,289.5,11015.2
Phường Phú Thuận Quận 7,2,1,1,1,174,4889.5
Phường Phú Thuận Quận 7,4,1,0,1,169.2,5161
Phường Phú Thuận Quận 7,4,0,0,0,219.1,9900
Phường 13 Quận Tân Bình,4,1,1,1,236,13200
Phường 13 Quận Tân Bình,6,1,0,1,293.8,13997.1
Phường 5 Quận Gò Vấp,4,1,0,1,224.1,12684
Phường 12 Quận Tân Bình,3,1,0,1,295.5,24076.8
Phường 5 Quận 11,5,1,1,1,227.7,9012.925
Phường 6 Quận 3,2,1,1,1,168.3,15495.6
Xã Bình Hưng Huyện Bình Chánh,5,1,0,0,277.2,9700
Phường Phú Trung Quận Tân Phú,3,1,0,1,45,5148
Phường Tân Phú Quận 7,3,1,1,1,152.4,4747.5
Phường Tân Phú Quận 7,4,1,0,1,163.4,5608.35
Phường Tân Phú Quận 7,4,0,0,0,217.5,9800
Phường Tân Phú Quận 7,6,1,0,1,222.8,13314.4
Phường 5 Quận Gò Vấp,4,0,0,1,241,17299.5
Phường 3 Quận Gò Vấp,13,1,1,1,272.4,13347
Phường 5 Quận Gò Vấp,4,1,1,1,260.4,16800
Phường 5 Quận Gò Vấp,5,1,0,1,342.6,18000
Phường Phú Trung Quận Tân Phú,5,0,0,0,213.7,8025
Phường 9 Quận 8,2,1,0,1,50.1,2466
Xã Phước Kiển Huyện Nhà Bè,4,1,0,1,220,8996.5
Phường An Phú Quận 2,4,1,1,1,300.8,18196.5
Phường 5 Quận 11,2,1,0,1,84.6,4914
Phường 3 Quận Gò Vấp,4,1,1,1,123.8,5970.645
Phường Thảo Điền Quận 2,4,1,0,1,176.8,14513.52
Phường Thảo Điền Quận 2,3,1,1,1,211.4,18819
Phường An Phú Quận 2,4,1,0,1,201.2,14500
Phường 9 Quận Tân Bình,6,0,0,0,408,29129.875
Phường 13 Quận Bình Thạnh,3,0,0,1,108,7266
Phường 13 Quận Bình Thạnh,4,1,0,1,135.2,7980
Phường Tân Phú Quận 7,2,1,0,1,70,4050
Phường 2 Quận Tân Bình,3,1,0,1,137.2,15561.43
Phường 2 Quận Tân Bình,6,1,1,1,254,27179.5
Phường 3 Quận Tân Bình,3,1,0,1,85,10121.24
Phường Bình Thuận Quận 7,4,1,1,1,217.6,8190.82
Phường Bình Thuận Quận 7,4,1,1,1,259,10796.7
Phường Tân Thuận Đông Quận 7,13,1,0,1,130.1,8204.75
Phường 9 Quận Phú Nhuận,4,0,0,0,295.8,18330
Phường Tân Phong Quận 7,5,1,0,1,251.3,12501
Phường 5 Quận Phú Nhuận,2,0,1,1,59.6,4022
Phường Tân Phú Quận 7,4,1,1,1,226,7595.5
Phường Tân Phú Quận 7,6,1,0,1,226.8,9144
Phường Tân Phong Quận 7,5,1,0,1,304,13900.9
Phường Tân Quy Quận 7,6,1,0,1,186,17606.05
Phường 17 Quận Bình Thạnh,3,1,0,1,100,4582.5
Phường Tân Kiểng Quận 7,5,1,0,1,193.7,9380
Phường 7 Quận Phú Nhuận,7,1,1,1,245.7,9243
Phường 3 Quận 8,4,1,0,1,148.9,6599.64
Phường Tân Thuận Tây Quận 7,18,1,1,1,312,10899
Phường 11 Quận 3,4,0,0,0,243.4,15196.5
Phường 14 Quận 3,4,0,0,0,154.2,5220
Phường Tân Hưng Quận 7,5,0,0,0,315,16902
Phường 1 Quận 8,5,1,0,1,104.6,6367.55
Phường Tân Hưng Quận 7,4,1,1,1,247,7185.75
Phường 9 Quận 3,2,1,1,1,120,6600
Phường 9 Quận 3,4,0,0,0,145,17019
Phường 11 Quận 10,6,0,0,0,189,26042.25
Phường 3 Quận 4,8,1,0,1,274.8,11437.5
Phường 16 Quận 4,4,0,0,1,320,11433
Phường Nguyễn Cư Trinh Quận 1,8,1,1,1,31.7,5591.25
Phường Tăng Nhơn Phú A Quận 9,4,1,1,1,139.6,5337.06448
Phường Thạnh Xuân Quận 12,3,1,0,1,138.4,3669.89051
Phường Tân Thới Hiệp Quận 12,3,1,0,1,225.7,9189.096
Phường Tam Phú Thành phố Thủ Đức,3,1,0,1,175.2,5155.4454
Phường Phú Thọ Hòa Quận Tân Phú,3,1,0,1,161.4,10481.3562
Phường 13 Quận Bình Thạnh,3,0,0,1,81.3,5519.4087
Phường Phước Long B Quận 9,4,1,0,1,172.5,5888.79396
Phường Bình Trưng Tây Quận 2,4,1,0,1,300.6,10963.23354
Phường 8 Quận 4,6,1,0,1,143.7,7514.99287
Phường An Lạc Quận Bình Tân,5,1,0,1,172.2,7928.064
Phường 14 Quận Gò Vấp,4,0,0,0,222.9,5884.21168
Phường 12 Quận Gò Vấp,4,0,0,0,164.3,5527.8456
Phường 10 Quận Gò Vấp,4,0,0,1,126.6,5344.0528
Phường Tân Phú Quận 9,4,0,0,1,208,15281.4717
Phường Hiệp Thành Quận 12,4,1,0,1,267,9034.1163
Phường Tây Thạnh Quận Tân Phú,1,1,0,1,132.9,11106.9585
Phường 8 Quận Gò Vấp,4,1,0,1,218.7,10561.46355
Phường 16 Quận Gò Vấp,2,1,0,1,67.8,2609.739
Phường 8 Quận 11,4,0,0,0,201.3,15274.413
Phường 13 Quận Bình Thạnh,4,0,0,1,179.9,10524.8385
Phường 1 Quận Phú Nhuận,2,0,0,0,80.1,5149.485
Phường 1 Quận Phú Nhuận,3,1,0,1,80.1,5454.8505
Xã Tân Xuân Huyện Hóc Môn,4,1,0,1,139.1,4984.86014
Phường 13 Quận 6,4,1,0,1,171.4,7499.23616
Phường 12 Quận Bình Thạnh,18,0,0,0,248.5,7094.22532
Phường 8 Quận 4,2,1,0,1,69.9,4909.18428
Phường 8 Quận 4,2,1,0,1,69.9,5231.96388
Phường Linh Trung Thành phố Thủ Đức,15,1,0,1,176.3,6011.72088
Phường 14 Quận 3,3,1,1,1,123.8,12225.53725
Phường 12 Quận 10,3,0,0,0,116.2,8112.25584
Phường Bình Thọ Thành phố Thủ Đức,5,1,1,1,59.1,4698.45
Phường 7 Quận Gò Vấp,6,1,0,1,315.4,31019.6898
Phường 24 Quận Bình Thạnh,4,1,0,1,190.5,28757.52792
Phường 16 Quận 4,2,1,0,1,60.6,2849.418
Phường 4 Quận Gò Vấp,4,1,0,1,198.1,6780.5627
Phường Bình Hưng Hòa Quận Bình Tân,4,1,0,1,192.5,5913.32
Phường An Lạc Quận Bình Tân,6,1,1,1,228.9,7491.12
Phường Bình Trị Đông Quận Bình Tân,4,1,1,1,250.4,8290.8
Phường Tân Quý Quận Tân Phú,4,1,0,1,240.8,7747.8996
Phường Tân Quý Quận Tân Phú,4,1,0,1,240.8,8265.0456
Phường 11 Quận Gò Vấp,4,1,0,1,175.9,8419.964
Phường Bình Trưng Đông Quận 2,3,1,1,1,137,4816.896
Phường Bình Trưng Đông Quận 2,3,1,1,1,137,4821.6
Phường Bình Trưng Đông Quận 2,3,1,1,1,137,4831.008
Phường Phú Thọ Hòa Quận Tân Phú,4,1,0,1,75,3098.76
Phường Phú Mỹ Quận 7,4,1,0,1,150,3684.408
Phường 17 Quận Gò Vấp,4,1,0,0,105.9,8170.9803
Phường 16 Quận 11,4,1,0,1,100.5,4581.5
Phường 5 Quận Gò Vấp,5,1,0,1,144.1,9065.9261
Phường 8 Quận Tân Bình,2,1,0,1,133.2,18803.26
Phường 3 Quận Gò Vấp,3,1,1,1,85.7,6531.8813
Phường 4 Quận 8,3,0,0,0,136.2,5331.8664
Phường 14 Quận Bình Thạnh,7,0,0,1,81.4,8267.035
Phường 7 Quận Phú Nhuận,2,0,0,0,169,7550.9
Phường 3 Quận 10,2,0,0,0,59,5123.2832
Phường 15 Quận Bình Thạnh,3,1,0,1,159.3,11134.76
Phường 2 Quận 4,6,1,0,1,156.3,7909.3742
Phường Cầu Ông Lãnh Quận 1,3,1,1,1,171.6,11239.081
Phường 13 Quận Gò Vấp,2,1,0,0,248.9,10802.90976
Phường Long Trường Quận 9,3,1,1,1,138.6,2629.941312
Thị trấn Nhà Bè Huyện Nhà Bè,3,1,1,1,114,2262.48512
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,1,1,157,3924.984
Phường Tân Phú Quận 9,2,0,0,0,200,4397.61
Phường Tân Chánh Hiệp Quận 12,5,1,1,1,306,12725.31
Thị trấn Nhà Bè Huyện Nhà Bè,4,1,0,1,152.4,4802.82322
Phường 14 Quận 8,4,1,0,1,154.9,4973.244
Phường 9 Quận 3,3,1,0,1,153.7,9350.887
Phường 5 Quận Gò Vấp,3,0,0,0,52.6,5170.58
Phường 3 Quận Tân Bình,2,0,0,0,32.2,1357.50006
Phường Thạnh Lộc Quận 12,4,1,0,1,161.3,5515.54125
Phường 9 Quận Gò Vấp,4,1,0,1,167,5342.76
Phường 13 Quận Tân Bình,6,1,0,1,289.5,16386.695
Phường 13 Quận Gò Vấp,4,1,0,1,67.8,3920.8273
Phường 17 Quận Gò Vấp,4,1,0,1,164.3,11828.4807
Phường 14 Quận Tân Bình,4,0,0,0,90,12511.6614
Phường 11 Quận Tân Bình,2,1,0,1,91.5,4542.63125
Phường 5 Quận Bình Thạnh,2,0,0,1,118.7,8616.1608
Phường 5 Quận Bình Thạnh,3,1,0,1,149.2,15207.9025
Phường 5 Quận Phú Nhuận,3,0,0,0,128.1,6478.3875
Phường 9 Quận 8,4,0,0,0,94,4632.5454
Phường 4 Quận 4,4,1,0,1,174.2,13163.1813
Phường 5 Quận 3,4,1,0,1,179,12902.0961
Xã Xuân Thới Sơn Huyện Hóc Môn,3,1,0,1,128.3,3469.32168
Phường Phú Thuận Quận 7,3,1,1,1,162.2,5414.024
Phường 11 Quận 3,2,1,1,1,100.8,3645.66708
Phường Tân Thuận Tây Quận 7,3,1,0,1,200,6999.33212
Phường 13 Quận 6,2,1,0,1,44.6,2330.51364
Phường 15 Quận 8,4,1,0,1,146.6,4087.629
Phường Thạnh Mỹ Lợi Quận 2,4,1,0,1,151.3,4956.21756
Phường Thạnh Mỹ Lợi Quận 2,4,1,1,1,151.3,5092.19172
Phường Tân Thành Quận Tân Phú,4,1,0,1,203.6,11000.62929
Phường Hiệp Bình Chánh Thành phố Thủ Đức,3,1,0,1,151.9,3715.3809
Phường 4 Quận Phú Nhuận,2,0,0,0,87.9,5221.0368
Phường Tân Thuận Tây Quận 7,5,1,0,1,195.9,4928.45472
Phường 10 Quận 6,4,1,0,1,148,8372.34
Phường 16 Quận 8,4,0,0,0,104.1,3653.30454
Phường Bình Chiểu Thành phố Thủ Đức,3,1,0,1,150,3568.32
Phường Trung Mỹ Tây Quận 12,4,1,0,1,49.8,3255.5952
Phường Trung Mỹ Tây Quận 12,4,1,0,1,49.8,3278.4
Phường Linh Tây Thành phố Thủ Đức,2,0,0,0,73.4,5086.62
Phường Trường Thọ Thành phố Thủ Đức,4,1,0,1,64.6,4883.76
Phường 12 Quận Gò Vấp,4,1,0,1,135.1,3848.9472
Phường 12 Quận Gò Vấp,4,1,0,1,137,4326.336
Phường 12 Quận Gò Vấp,4,1,0,1,150.9,5423.2704
Phường 8 Quận Gò Vấp,3,1,0,1,101.4,4376.424
Phường 10 Quận Gò Vấp,3,0,0,0,50.9,4167.072
Phường Hiệp Bình Phước Thành phố Thủ Đức,4,1,0,1,176.1,4529.0112
Phường An Lạc A Quận Bình Tân,3,1,1,1,183.1,7703.04
Phường 13 Quận 6,2,1,1,1,44.6,2227.872
Phường Phú Thọ Hòa Quận Tân Phú,3,0,0,0,252.4,26795.52
Phường 8 Quận 6,4,1,1,1,122.6,4637.616
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,0,0,0,220,11024.3232
Phường Hiệp Bình Chánh Thành phố Thủ Đức,4,1,0,1,186.4,12867.12
Phường 6 Quận 8,4,1,0,1,396.9,15638.4
Phường 6 Quận 3,2,1,1,1,91.4,4859.904
Phường 12 Quận Tân Bình,3,1,1,1,258.9,13698.048
Phường 16 Quận 11,2,1,1,1,101.6,9849.696
Phường 4 Quận Tân Bình,4,1,0,1,152.4,15850.32
Phường 3 Quận Gò Vấp,3,1,1,1,102.3,6143.424
Phường 6 Quận 11,3,1,1,1,133.1,7130.88
Phường 1 Quận Gò Vấp,2,0,0,1,18.1,3224.6016
Phường 26 Quận Bình Thạnh,3,0,0,1,154,6454.8
Phường 1 Quận Tân Bình,4,1,1,1,230,7452.48
Phường 7 Quận 5,2,1,0,1,41.3,4935.744
Phường 7 Quận 5,2,0,0,0,41.3,5321.952
Phường Tân Kiểng Quận 7,3,1,0,1,164.5,7852.032
Phường Tân Thuận Tây Quận 7,4,1,0,1,176.8,15772.32
Phường 4 Quận 10,2,0,0,0,35,4594.176
Phường 22 Quận Bình Thạnh,4,0,0,1,72.1,9619.2
Phường 11 Quận 3,3,1,1,1,108,11800.8
Phường 11 Quận 3,3,0,0,0,51.6,15112.8
Phường 9 Quận 3,4,0,0,0,99,16184.832
Phường Linh Tây Thành phố Thủ Đức,9,1,0,1,128.1,7741.21959
Phường 4 Quận 8,4,1,0,1,158.9,5806.0548
Phường 6 Quận 10,3,0,0,0,72.1,6753.10965
Phường 8 Quận 6,2,1,0,1,37.8,3400.93176
Phường Tân Kiểng Quận 7,4,1,0,1,180,13488.56728
Phường 15 Quận 10,2,0,0,0,41.9,3670.3242
Phường Linh Trung Thành phố Thủ Đức,5,1,0,1,194.5,7676.52816
Thị trấn Nhà Bè Huyện Nhà Bè,5,1,0,1,132.7,4655.8036
